symbol	Control_1	Control_2	MSC_1	MSC_2	MSC_3	Control_1
LOC101928778	0	0	0	0	0	0
LOC101928782	0	0	0	0	0	0
LOC101928786	6	2	5	6	7	2
LOC101928790	0	0	0	0	0	0
LOC101928791	0	0	0	0	0	0
LOC101928794	2	2	2	0	0	0
LOC101928796	1	1	0	0	0	0
LOC101928797	0	0	0	0	0	0
LOC101928804	0	0	1	0	0	1
LOC101928809	0	6.59	3	9	5	8
LOC101928812	6	12	5	2	7	1
LOC101928823	0	0	0	0	0	0
LOC101928834	0	0	0	0	0	0
LOC101928837	0	0	0	0	0	0
LOC101928841	8.99	10.87	1	8.02	2.36	5.04
LOC101928844	0	0	0	0	0	0
LOC101928847	0	1	0	0	0	0
LOC101928851	0	0	0	0	0	0
LOC101928855	0	0	0	0	1	0
LOC101928858	0	0	0	0	0	0
LOC101928861	0	0	0	0	0	0
LOC101928865	0	10	7	4	1	4
LOC101928880	0	0	0	0	0	0
LOC101928882	0	0	0	0	0	0
LOC101928885	0	0	0	0	0	0
LOC101928886	0	0	0	0	0	1
LOC101928891	0	1	0	0	0	0
LOC101928894	0	0	0	0	0	0
LOC101928896	0	0	0	0	0	0
LOC101928909	0	0	0	0	0	0
LOC101928911	0	0	0	0	0	0
LOC101928936	25.04	35.79	18.34	30	15	20
LOC101928937	0	0	0	0	0	0
LOC101928940	0	0	0	0	0	0
LOC101928942	0	0	0	0	0	0
LOC101928943	1	3	1	0	0	2
LOC101928944	0	0	0	0	0	0
LOC101928961	0	0	0	0	0	0
LOC101928973	0	0	0	0	0	0
LOC101928977	0	0	0	0	0	0
LOC101928978	0	0	0	0	0	0
LOC101928979	2	5	3	1	1	1
LOC101928988	0	0	0	1	0	1
LOC101928989	0	0	0	0	0	0
LOC101928992	0	0	0	0	0	0
LOC101928994	0	2	0	1	0	1
LOC101928995	0	0	0	0	0	0
LOC101929019	0	0	0	0	0	0
LOC101929023	0	0	0	0	0	0
LOC101929034	0	0	0	0	0	0
LOC101929057	17.13	29.33	11.11	8.1	25.42	21.13
LOC101929058	0	0	0	0	0	0
LOC101929064	0	0	0	0	0	0
LOC101929066	2	0	0	1	0	1
LOC101929073	0	0	0	0	0	0
LOC101929076	0	2	0	1	1	0
LOC101929080	0	0	0	0	0	0
LOC101929084	0	0	0	0	0	0
LOC101929089	1	3	0	3	3	3
LOC101929095	0	0	0	0	0	0
LOC101929099	7.48	7.95	4.29	0	2	4.62
LOC101929106	0	0	0	0	0	0
LOC101929116	0	0	0	0	0	0
LOC101929122	0	0	0	0	0	0
LOC101929123	0	0	0	0	0	0
LOC101929124	0	0	0	0	0	0
LOC101929125	52	4	4	45	77	59
LOC101929128	0	0	0	0	0	0
LOC101929140	9	10	7	11	9	4
LOC101929144	0	0	0	0	0	2
LOC101929147	130.5	185.58	88.57	89.5	131.62	107.22
LOC101929148	2	1	2	1	1	1
LOC101929153	0	0	0	0	0	0
LOC101929154	0	0	0	0	0	0
LOC101929162	0	2.01	5.04	3	3.04	3
LOC101929164	0	0	0	0	0	0
LOC101929172	0	0	0	0	0	0
LOC101929181	3	6	0	0	2	3
LOC101929194	0	0	0	0	0	0
LOC101929199	0	2	2	2	1	0
LOC101929207	0	0	0	0	0	0
LOC101929210	0	0	0	0	0	0
LOC101929217	0	0	0	0	0	0
LOC101929224	4	3.48	4	1.08	0	1
LOC101929229	0	1	0	0	0	0
LOC101929231	0	4	2	2	6	0
LOC101929234	0	0	0	0	0	0
LOC101929237	0	0	0	0	0	0
LOC101929239	0	0	0	0	0	0
LOC101929241	46.94	34	24	15	42.43	23
LOC101929259	4	3	6.07	4.9	4	7
LOC101929260	0	0	1	0	0	0
LOC101929268	0	0	0	0	0	0
LOC101929279	0	0.98	0	0	0	0
LOC101929282	0	0	0	0	0	0
LOC101929284	0	0	0	0	0	0
LOC101929294	0	0	0	0	0	0
LOC101929295	6	8	12	2	4	9
LOC101929297	0	0	0	0	0	0
LOC101929312	0	0	0	0	0	0
LOC101929315	0	0	0	0	0	0
LOC101929319	0	0	0	0	0	0
LOC101929331	0	0	0	0	0	0
LOC101929337	0	0	0	0	0	0
LOC101929340	2	4	0	0	4	6
LOC101929353	0	0	0	0	0	0
LOC101929371	0	0	0	0	0	0
LOC101929372	2	1.02	0	1	0	0
LOC101929374	0	0	0	0	0	0
LOC101929378	7	6	9	1	5	2
LOC101929380	1	1	1	1	0	2
LOC101929384	0	0	0	0	0	0
LOC101929395	0	0	0	0	0	0
LOC101929406	0	0	0	0	0	0
LOC101929412	0	0	0	0	0	1
LOC101929413	0	0	0	0	0	0
LOC101929415	7	30.75	3.23	13.05	13.28	4
LOC101929420	0	0	0	0	0	0
LOC101929427	0	0	0	0	0	0
LOC101929431	6	3	4	0	6	1
LOC101929439	0	0	0	0	2	0
LOC101929441	0	0	0	1	0	0
LOC101929448	0	0	0	0	0	0
LOC101929450	1	8.02	2	3	3	2
LOC101929452	0	0	0	0	0	0
LOC101929454	0	0	0	0	0	0
LOC101929464	0	0	0	0	0	0
LOC101929468	0	1	1	0	0	0
LOC101929470	0	0	0	0	0	0
LOC101929473	0	0	0	0	0	0
LOC101929486	0	0	1	0	0	2
LOC101929488	0	0	1	0	0	0
LOC101929497	0	0	0	0	0	0
LOC101929504	0	0	0	0	0	0
LOC101929505	0	0	0	1	0	0
LOC101929512	0	0	1	0	0	0
LOC101929516	0	0	0	0	0	0
LOC101929517	0	0	0	0	0	0
LOC101929524	20	35	23	11	21	12
LOC101929526	0	1	0	0	0	0
LOC101929528	0	0	0	0	0	0
LOC101929529	0	0	0	0	0	0
LOC101929532	0	0	1	0	0	1
LOC101929541	0	0	0	0	0	0
LOC101929549	0	0	0	0	0	1
LOC101929550	0	2	0	0	0	0
LOC101929551	0	0	0	0	0	0
LOC101929555	0	0	1	1	1	0
LOC101929563	0	0	0	0	0	0
LOC101929565	0	0	0	0	0	0
LOC101929567	167.48	274.29	123.27	155.85	155.9	171.17
LOC101929570	0	0	0	0	0	0
LOC101929572	0	0	0	0	0	0
LOC101929574	9	28	13	4	3	10
LOC101929577	1	2	0	2	1	0
LOC101929579	0	0	0	0	0	0
LOC101929584	0	0	0	0	0	0
LOC101929586	1	8.14	0	2	0	2
LOC101929592	0	0	0	0	0	0
LOC101929595	0	0	0	0	0	0
LOC101929596	0	0	0	0	0	0
LOC101929607	0	0	0	0	0	0
LOC101929608	0	0	0	0	0	0
LOC101929613	0	0	0	0	0	0
LOC101929622	0	0	0	0	0	0
LOC101929625	0	1	1	1	0	3
LOC101929626	0	0	0	0	0	0
LOC101929631	0	0	0	0	0	0
LOC101929633	0	0	0	0	0	0
LOC101929645	0	0	0	0	0	0
LOC101929646	0	0	0	0	0	0
LOC101929653	0	0	0	0	1	0
LOC101929657	1	1	0	0	3	1
LOC101929660	2	1.45	0	2	1	2
LOC101929662	0	0	0	0	0	0
LOC101929679	0	4	0	4	0	1
LOC101929680	0	2	4	0	1	0
LOC101929681	0	0	0	0	0	0
LOC101929694	1	1	1	0	0	0
LOC101929696	0	0	0	0	0	0
LOC101929698	17.99	45.06	23	32	11	39
LOC101929705	0	1	0	0	0	0
LOC101929709	17	10	2	2	7	10
LOC101929710	0	0	0	0	0	0
LOC101929715	8	4	6	0	8	7
LOC101929717	2	3	0	0	0	2
LOC101929718	31.09	54.42	24.08	38	26.1	35
LOC101929719	1	0	0	0	0	1
LOC101929721	0	0	0	0	0	0
LOC101929723	0	0	0	0	0	0
LOC101929733	0	0	0	0	0	0
LOC101929741	0	1	1	0	0	0
LOC101929753	0	0	0	0	0	0
LOC101929754	0	0	0	0	0	0
LOC101929762	0	2	2	3	0	3
LOC101929767	12	18	7	7	5	5
LOC101929771	0	0	0	0	0	0
LOC101929829	3.61	0	0	3.26	2.1	6.69
LOC101929897	0	1	0	0	0	0
LOC101929983	0	0	0	0	0	0
LOC101930010	0	0	0	0	0	0
LOC101930071	12	7	4	2	12	10
LOC101930452	10	7	1	4	1	6
LOC102031319	0	0	0	0	0	0
LOC102467073	2	3	1	0	1	0
LOC102467079	0	0	0	0	0	0
LOC102467080	0	0	0	0	0	0
LOC102467081	0	0	1	2	0	1
LOC102467147	1	1	1	0	0	0
LOC102467212	0	0	0	0	0	0
LOC102467213	0	0	0	0	0	0
LOC102467214	0	0	0	0	0	0
LOC102467216	0	0	0	0	0	0
LOC102467217	0	0	0	0	0	0
LOC102467222	0	0	0	0	0	0
LOC102467223	0	0	0	0	0	0
LOC102467224	0	0	0	0	0	0
LOC102467225	0	0	0	0	0	0
LOC102467226	0	0	0	0	0	0
LOC102467655	0	0	0	0	0	0
LOC102477328	0	0	0	0	0	0
LOC102503427	0	0	0	0	0	0
LOC102546226	0	0	0	0	0	0
LOC102546228	0	0	0	0	0	0
LOC102546229	0	0	0	0	1	0
LOC102546294	1	1	0	0	1	3
LOC102546298	0	0	0	0	0	0
LOC102546299	0	0	0	0	0	0
LOC102577426	0	0	1	0	0	0
LOC102606465	75	145.99	112	83.57	82	75
LOC102606466	0	0	0	0	0	0
LOC102659288	0	0	0	0	0	0
LOC102723344	0	0	0	0	0	0
LOC102723354	1	3	1	1	0	3
LOC102723362	0	0	0	0	0	0
LOC102723373	0	0	2	0	0	1
LOC102723376	0	0	0	0	0	0
LOC102723377	0	0	0	0	0	0
LOC102723385	0	0	0	0	0	1
LOC102723427	0	0	0	0	0	0
LOC102723439	0	0	1	0	0	0
LOC102723448	0	0	0	0	0	0
LOC102723505	0	0	0	0	0	0
LOC102723517	0	0	0	0	0	1
LOC102723544	0	0	0	0	0	0
LOC102723582	1	2	2	0	1	0
LOC102723604	0	0	0	0	0	0
LOC102723617	0	0	0	0	0	0
LOC102723649	0	1	0	0	2	0
LOC102723661	0	0	0	0	0	0
LOC102723701	3	1	3	0	5	4
LOC102723703	7	18	8	5	3	6
LOC102723704	0	0	1	0	0	2
LOC102723709	0	0	0	0	2	1
LOC102723729	0	1	0	0	0	0
LOC102723766	7	4	3	2	0	1
LOC102723769	5	6	0	0	1	2
LOC102723778	0	0	0	0	0	0
LOC102723809	0	1	0	1	0	2
LOC102723824	8	9	11	12	4	4
LOC102723828	0	0	0	0	0	0
LOC102723831	0	0	0	0	0	0
LOC102723833	0	0	0	0	0	0
LOC102723854	0	2	5	0	1	0
LOC102723859	0	0	0	0	0	0
LOC102723883	0	0	0	0	0	0
LOC102723885	0	0	0	0	0	0
LOC102723895	0	0	1	0	0	0
LOC102723927	9	52.9	13	34	13	22
LOC102723968	0	5	3	2.01	1	4
LOC102724000	0	0	0	0	0	0
LOC102724009	5	25	13	10	13	23
LOC102724020	0	0	0	0	0	0
LOC102724034	0	0	0	1.82	0	0
LOC102724050	1	0	0	3	2	3
LOC102724053	0	0	0	0	0	0
LOC102724058	0	0	0	0	0	0
LOC102724084	0	0	0	0	0	0
LOC102724094	26	14	11	7	26	25
LOC102724096	0	0	0	0	0	0
LOC102724153	0	0	0	1.56	0	0
LOC102724163	0	0	0	0	0	0
LOC102724188	0	0	0	0	0	0
LOC102724190	1	2	0	1.4	0	1
LOC102724201	0	0	0	0	0	0
LOC102724238	0	0	0	0	0	0
LOC102724279	0	0	0	0	0	0
LOC102724297	10	8	7	13	15	15
LOC102724301	0	0	0	0	0	0
LOC102724312	0	0	2	0	0	0
LOC102724321	0	0	0	0	0	0
LOC102724323	0	0	0	0	0	0
LOC102724421	0	0	0	0	0	0
LOC102724434	0	0	0	0	0	0
LOC102724450	0	0	0	0	0	0
LOC102724467	2	0	0	1	0	0
LOC102724484	0	0	0	0	0	0
LOC102724508	0	0	0	0	0	1
LOC102724511	0	0	0	0	0	0
LOC102724539	0	0	0	0	0	0
LOC102724550	0	0	0	0	0	0
LOC102724552	0	4	1	3	4	5
LOC102724555	0	0	0	0	0	0
LOC102724558	0	0	0	0	0	0
LOC102724589	0	0	0	0	0	0
LOC102724596	7	8	3	4	8	4
LOC102724601	2	3	1	0	1	1
LOC102724604	0	0	0	0	0	0
LOC102724612	0	0	0	0	0	0
LOC102724623	0	0	0	0	0	0
LOC102724651	0	0	0	0	0	0
LOC102724659	0	0	0	0	0	0
LOC102724661	0	0	0	0	0	0
LOC102724663	0	0	0	0	0	0
LOC102724691	0	0	1	0	0	0
LOC102724699	362.6	703.76	367.5	383.95	326.61	365.55
LOC102724710	0	0	0	0	0	0
LOC102724719	0	0	0	0	0	0
LOC102724776	0	0	0	0	0	0
LOC102724784	0	0	0	0	0	0
LOC102724804	0	0	0	0	0	0
LOC102724814	382.89	758.62	362.25	436.58	439.85	554.87
LOC102724849	0	0	0	0	0	0
LOC102724862	0	0	0	0	0	0
LOC102724874	0	0	0	0	0	0
LOC102724890	0	0	0	0	0	0
LOC102724913	0	0	0	0	0	0
LOC102724919	0	3	1	3	0	0
LOC102724927	1	4.96	2	2	3	5
LOC102724933	0	0	0	0	0	0
LOC102724957	0	0	0	0	0	0
LOC102724958	0	0	0	0	0	0
LOC102800447	0	0	0	0	0	0
LOC103021295	40.23	53.65	26.16	2.86	39.8	51.23
LOC103091866	215.26	294	173.79	190.44	185.63	235.11
LOC103171574	0	0	1.13	1.18	0	0
LOC103191607	0	2	0	2	0	0
LOC103312105	0	0	0	0	0	0
LOC103344931	104	187	97	95	97	125
LOC103352541	0	0	0	0	0	0
LOC103611081	141	199	96	125	103	134
LOC103908605	2	3	0	1	1	0
LOC104054148	0	2	1	0	1	0
LOC104613533	0	0	0	0	0	0
LOC104798195	0	0	0	0	0	0
LOC104968399	5	4	4	1	4	0
LOC105274304	27	26	14	15	22	18
LOC105372441	0	0	0	0	0	0
LOC105372795	2	3	2	1	1	1
LOC105375734	0	0	0	0	0	0
LOC105376360	1	3.65	2	1	2	5
LOC105376671	1	0	0	0	0	0
LOC105377348	13	2	8	8	14	7
LOC105419998	200.79	402.21	227.42	214.42	226.28	283.36
LOC105447645	3.35	9.23	6.1	7.99	1.94	14.12
LOC105447648	0	0	0	0	0	0
LOC113230	14	29	18	18	12	20
LOC115110	515.18	775.66	421.35	516.58	516.54	629
LOC143666	28	62	28	11	19	18
LOC145474	0	2	0	0	0	0
LOC145783	44	39	21	12	32	25
LOC145845	0	0	0	0	0	0
LOC146513	0	0	0	0	0	0
LOC146880	992.45	1898.7	1113.06	1383.88	1180.42	1384.48
LOC148413	365	410.99	269	230	329.99	314
LOC148696	2	2	1	3	0	2
LOC148709	3	2	0	1	6	1
LOC149373	0	0	0	0	0	0
LOC149684	0	0	0	0	0	0
LOC149950	0	0	0	0	0	1
LOC150776	510.68	738.43	459.14	469.39	529.48	539.93
LOC150935	0	0	0	0	0	1
LOC151121	0	0	0	0	0	0
LOC151174	1	38	18	0	0	1
LOC151475	0	2	0	2	0	0
LOC151484	0	1	0	0	1	0
LOC152225	0	0	0	0	0	1
LOC152578	0	0	0	0	0	0
LOC153684	125	192	92	98	107.99	129
LOC153910	0	0	0	0	0	0
LOC154449	0	0	0	0	0	0
LOC154761	935.11	904.09	640.54	661.91	1072.23	783.59
LOC155060	139	252.18	118	130	138	134
LOC157273	0	0	0	0	0	0
LOC158434	0	0	0	1	0	0
LOC158435	0	0	0	0	0	0
LOC158960	20	35	26	26.01	13	31
LOC171391	49	110.31	35	31	28	36
LOC1720	0	0	0	0	0	0
LOC200726	0	0	0	0	0	0
LOC200772	0	0	0	0	0	0
LOC202181	240.66	358.7	188	169.12	203.1	201.14
LOC220729	230.75	349.49	160.66	177.21	227.56	280.65
LOC221122	0	0	0	0	0	0
LOC221946	2	2	0	1	2	0
LOC253573	0	1	0	0	0	0
LOC254028	0	0	0	0	0	0
LOC254896	0	0	0	0	0	0
LOC255187	0	0	0	0	0	0
LOC255654	0	0	0	0	0	0
LOC256880	0	0	0	0	0	0
LOC257396	25	55	25	32	26	46
LOC283038	2.59	7.76	3.43	3.84	4.04	3.62
LOC283045	1	0	0	0	0	2
LOC283070	23.2	0	6.68	27.68	0	19.15
LOC283140	21	10	12	9	20	10
LOC283177	3	1	0	3	1	4
LOC283194	0	0	0	0	0	0
LOC283214	0	0	0	0	0	0
LOC283299	1	1	1	2	0	1.56
LOC283332	0	0	0	0	0	0
LOC283335	1	4	0	0	1	1
LOC283352	0	0	0	0	0	0
LOC283440	0	0	0	0	0	0
LOC283575	1	4.08	2	3.6	0	5
LOC283585	0	0	0	0	0	0
LOC283683	0	0	2	1	2	1
LOC283710	4	9	7	2	4	3
LOC283731	0	0	0	0	0	0
LOC283788	282.81	1033.08	567.29	414.82	230.22	601.18
LOC283856	1	2	0	0	0	0
LOC283922	163.98	294.79	161.06	100.72	151.28	120.69
LOC284009	2	1	3	3	1	0
LOC284023	108.49	192.55	127.18	84.26	94.38	120
LOC284080	0	0	0	1	0	1
LOC284294	0	0	0	0	0	0
LOC284344	0	0	0	0	0	0
LOC284379	0	0	0	1	1	0
LOC284395	0	0	0	0	0	0
LOC284412	15	15	3	2	5	7
LOC284454	214.06	377.58	171	193.44	213.84	283.3
LOC284578	0	0	1	0	0	0
LOC284581	10	33	18	14	9	23
LOC284632	0	0	0	0	0	0
LOC284648	0	0	1	0	0	0
LOC284661	0	0	0	0	0	0
LOC284788	0	0	0	0	0	0
LOC284798	0	1	2	1	1	0
LOC284825	0	0	0	0	0	0
LOC284865	5	2	0	1	0	5
LOC284930	0	0	0	0	0	0
LOC284933	0	0	0	0	0	0
LOC284950	2	5.75	1.25	4	4	3
LOC285000	0	0	0	0	0	0
LOC285043	0	0	0	0	0	0
LOC285074	553.55	1057.63	661.89	672.35	484.69	905.67
LOC285484	7	9	5	6	5	5
LOC285593	1	1	0	0	0	1
LOC285626	3	3	5	1	5	0
LOC285627	0	0	0	0	0	0
LOC285629	0	0	0	0	0	0
LOC285692	0	0	0	0	0	0
LOC285696	0	0	0	0	0	0
LOC285740	1	1	0	1	1	0
LOC285762	0	0	0	0	0	0
LOC285766	0	1	0	0	0	0
LOC285768	0	0	0	0	0	0
LOC285804	0	2	0	0	0	0
LOC285819	0	0	0	2.67	0	0
LOC285847	0	0	0	1	0	0
LOC285889	0	0	0	0	0	0
LOC286059	0	0	0	0	0	1
LOC286083	0	0	0	0	0	0
LOC286114	0	0	0	0	0	0
LOC286177	0	0	0	0	0	0
LOC286238	0	0	0	0	0	0
LOC286297	0	1	1	0	0	2
LOC286359	0	0	0	0	0	0
LOC286367	0	0	0	1.57	0	4.15
LOC286370	0	0	0	0	0	0
LOC286437	97.83	126.13	84.02	67.16	97	96
LOC338694	0	0	0	0	0	1
LOC338797	0	0	0	0	0	0
LOC338963	0	1	0	0	0	0
LOC339059	1	7	1	3	1	1
LOC339166	2	1.34	1.76	0	2	2
LOC339260	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0
LOC339529	0	1	0	0	0	0
LOC339539	0	0	1	0	0	0
LOC339568	0	0	0	0	0	0
LOC339593	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0
LOC339666	1	6	4	5	2	4
LOC339803	149	212	139	111	142.01	146.99
LOC339807	1	1	0	0	0	0
LOC339862	0	0	0	0	0	0
LOC339874	0	1	0	0	1	0
LOC339975	8	0	0	1	3	0
LOC340017	0	0	0	0	0	0
LOC340074	0	0	0	0	0	0
LOC340107	0	0	0	0	0	0
LOC340113	0	0	0	0	0	0
LOC340357	0	0	0	0	0	0
LOC340512	0	0	0	0	0	0
LOC341056	0	0	0	0	0	0
LOC343052	0	0	0	0	0	0
LOC344887	1	9	5	1	4	1
LOC344967	3	0	0	1	0	0
LOC349160	0	0	0	0	0	0
LOC374443	608	888	473	280.01	462	398.97
LOC375196	0	0	0	0	3.85	0
LOC387810	0	0	0	0	1	1
LOC388242	0	0	0	0	0	0
LOC388282	0	0	0	0	0	0
LOC388406	0	0	0	0	0	0
LOC388436	3	16.5	10	11.5	2.29	9.5
LOC388692	104.19	127.88	138.92	104.69	125.87	139.7
LOC388780	2	0	1	0	0	0
LOC388813	2	0	1	1	2	0
LOC388849	1	3	1	1	0	4
LOC388882	0	0	0	0	0	0
LOC388942	0	0	0	0	0	0
LOC389033	0	0	0	0	0	0
LOC389247	2	9	1	0	2	1
LOC389332	0	0	0	1	0	0
LOC389602	0	0	0	0	0	0
LOC389641	27	59.84	49	45.04	20	48.95
LOC389705	0	0	1	0	0	1
LOC389765	42	76	35	32	46	29
LOC389831	90	61	29	0	58	3
LOC389834	102.25	146.62	90.91	71.89	71.5	43.16
LOC389895	0	0	0	0	0	0
LOC389906	257	276	150	100	210	138
LOC390705	0	0	0	0	0	0
LOC391003	0	0	0	0	0	0
LOC391322	2	46	25	10	2	9
LOC392196	0	0	0	0	0	0
LOC392232	0	0	0	0	0	0
LOC392364	0	0	0	1	0	0
LOC392452	0	0	0	0	0	0
LOC399715	27	57	45	43	28	43
LOC399815	21.56	28	15	18	26	25
LOC399886	0	0	0	0	0	0
LOC400043	2	1	0	1	1	1
LOC400541	0	0	0	0	0	0
LOC400548	0	0	0	0	0	0
LOC400553	0	0	0	1	0	0
LOC400558	0	0	0	0	0	1
LOC400612	34	43.96	64.11	76.02	83	46
LOC400620	0	0	0	0	0	0
LOC400655	0	0	0	0	0	1
LOC400661	0	0	0	0	0	0
LOC400684	3	1	1	3	2	4
LOC400685	73	78	27	24	41	54
LOC400706	0	0	0	1	0	0
LOC400736	0	0	0	0	0	0
LOC400794	0	0	0	0	0	0
LOC400863	43	54	28	28	39	23
LOC400867	0	0	0	0	0	0
LOC400927	17.4	41.33	20.8	13.2	20.84	15.47
LOC400927-CSNK1E	20.84	24.06	7.65	27.77	27.24	28.97
LOC400940	0	0	0	0	0	0
LOC400958	3	4	3	1	0	2
LOC400997	0	1	0	0	0	0
LOC401010	0	2.01	0	0	1	1
LOC401052	0	2.45	0	3.4	0	6.48
LOC401127	2	4	1	4	4	3
LOC401134	0	0	0	0	0	0
LOC401177	0	0	0	0	0	0
LOC401242	0	2	0	0	0	0
LOC401286	0	0	0	0	0	0
LOC401312	0	0	0	0	0	1
LOC401320	171	388.23	217.92	280	166.44	313
LOC401324	0	0	0	0	0	0
LOC401357	5	7	4.13	2	6.9	2
LOC401463	0	0	0	0	0	0
LOC401557	0	0	0	0	0	0
LOC401585	1	1	0	1	0	1
LOC403312	0	0	0	0	1	0
LOC403323	41.42	2.96	0.07	0	43.01	8.44
LOC407835	0	0	0	0	0	0
LOC414300	0	0	0	0	1	0
LOC439933	1	0	0	1	0	0
LOC439994	114.4	128.53	60.16	57.03	72.05	113.95
LOC440028	1	1	2	0	0	0
LOC440040	0	0	0	0	1	0
LOC440117	0	0	0	0	0	0
LOC440173	2	1	0	0	1	0
LOC440300	54	161.43	60	42.39	58.97	45.05
LOC440311	0	1.4	3.67	0	1	0
LOC440390	0	0	0	1	0	0
LOC440434	225.38	347.03	163.83	204.16	199.35	278.98
LOC440446	0	7	1	5.93	5	6
LOC440461	68	52	38	29	46	26
LOC440600	4	2	2	3	3	1
LOC440602	0	0	0	0	0	0
LOC440700	0	1	1	0	2	1
LOC440704	0	0	0	0	0	0
LOC440895	0	0	0	0	0	0
LOC440896	6	34	29	6	9	9
LOC440910	0	0	0	0	0	0
LOC440982	0	0	0	0	0	0
LOC441025	0	0	0	0	0	0
LOC441081	24.23	44.02	24.26	245.35	14.85	327.18
LOC441155	116.01	164.95	77.77	76.54	87.34	112.79
LOC441178	0	0	0	0	0	0
LOC441204	0	0	0	0	0	0
LOC441242	27	31	19	18	17	25
LOC441454	13	29	16	13	7	13.96
LOC441455	1	1	0	0	0	0
LOC441601	4	0	0	1	2	1
LOC441666	3	3	3	3	2	3
LOC442028	5	0	0	0	2	0
LOC442132	0	0	0	0	0	0
LOC442497	0	0	0	0	0	0
LOC493754	245.33	341.94	202.91	152.98	187.36	198.94
LOC494127	0	0	0	0	0	1
LOC494141	6	8.66	9	3	4	4
LOC51145	0	0	0	0	0	0
LOC541473	15.72	40.09	15.84	23.86	23.56	34.66
LOC550113	0	0	0	0	0	0
LOC553103	0	2	2	0	1	1
LOC55338	3	6	5	6	2	2
LOC554206	40	54	45	37	43	61
LOC554223	0	0	0	0	0	1
LOC554249	49.74	7.19	6.09	12.06	38.09	15.06
LOC574538	0	0	1	0	0	1
LOC606724	116.71	169.56	78.67	80.19	125.71	77.39
LOC613037	611.33	1265.31	640.55	633.82	631.56	697.24
LOC613038	66	56	52	43	79.28	42
LOC613266	0	1	0	0	0	0
LOC63930	0	0	0	0	0	0
LOC641367	8	6	2	5	7	9
LOC641746	0	0	0	0	0	0
LOC642236	66.28	29.09	26.27	20	70.78	28.2
LOC642361	52.98	113.27	54.83	42.25	36.87	59.72
LOC642366	0	1	0	0	0	0
LOC642423	14.05	0	7.04	0	7.14	5.94
LOC642426	0	0	0	0	0	0
LOC642776	13	26	12	23.49	24	19
LOC642846	277.69	287.35	137.38	134.18	280.66	152.88
LOC642852	314.63	544	322	222	288.94	284.73
LOC642929	0	0	0	0	0	0
LOC642943	0	0	0	0	0	0
LOC643072	2.14	4.25	0	2.15	5.67	1.03
LOC643201	0	0	1	1	0	1
LOC643339	0	0	0	0	0	0
LOC643355	0	0	0	0	0	0
LOC643387	0	0	0	0	1	0
LOC643406	81.3	142	61.03	89.99	77.6	82.56
LOC643441	0	0	0	0	0	0
LOC643542	0	0	0	0	0	0
LOC643623	0	4	7.17	1	2	2
LOC643711	0	0	0	0	0	0
LOC643733	41	38	48	45	54	53
LOC643770	11.77	19	13	3	7	5
LOC643802	0	0	0	0	0	0
LOC643923	0	0	0	0	0	0
LOC644145	0	0	0	0	0	0
LOC644172	0	0	0	0	0	0
LOC644189	0	0	0	0	0	0
LOC644285	12	20	9	12	5	17
LOC644554	0	0	0	0	0	0
LOC644656	69	73	56	46	75	62
LOC644669	0	2.01	0	0	0	0
LOC644762	0	1	0	0	0	0
LOC644838	0	0	0	0	0	0
LOC644919	0	1.98	0	1	0	1
LOC644936	21.57	9.81	5.04	5	22.47	13.71
LOC645166	13.58	8.86	11.17	5.94	6.17	4.14
LOC645354	0	0	0	0	0	0
LOC645382	0	0	0	0	0	0
LOC645434	1	1	0	0	1	1
LOC645513	112	182.03	109.7	95.27	105.52	135.89
LOC645752	0	1	0	1.8	0	0
LOC645949	0	0	0	0	0	0
LOC646029	0	0	0	0	0	2
LOC646214	199.58	260.08	136.89	250.6	177.22	285.68
LOC646268	0	0	0	0	0	0
LOC646471	168.67	360.02	177.01	158.83	177.03	206.6
LOC646522	0	0	0	0	0	0
LOC646626	0	1.15	1.05	0	0	0
LOC646736	0	0	0	0	0	0
LOC646743	0	0	0	0	0	0
LOC646762	1.19	6	4	1	2	0
LOC646813	0	0	0	0	0	0
LOC646903	0	1	0	0	0	0
LOC646938	0	0	0	0	0	0
LOC647323	0	0	0	0	0	0
LOC647859	13.1	13.42	11.01	11.09	5	13.47
LOC648987	216.31	293.21	198.05	191.92	198.09	205.82
LOC649133	0	0	0	0	0	0
LOC649324	0	0	0	0	0	0
LOC649352	0	0	0	0	0	0
LOC650226	0	0	0	0	0	1
LOC650293	2	2	1	0	0	0
LOC652276	80	92.87	64	67	85	58
LOC653160	87	212.91	86	100	105	106.69
LOC653513	0	0	0	0	0	0
LOC653602	0	0	0	0	0	0
LOC653653	2.11	3.14	2.11	4.11	3.14	7.38
LOC653712	14	14	5	8	6	8
LOC653786	1	3	6	2	0	1
LOC654342	9.42	15.13	10.83	7.06	10.82	5.86
LOC654841	2	5	2	5	1	3
LOC727751	83	376.44	226.6	89.72	80.85	125.53
LOC727896	8.01	12.93	4	13.18	8.79	7
LOC727924	0	0	0	0	0	0
LOC728024	12	18	4	12	10	14
LOC728040	0	0	0	0	0	0
LOC728084	0	5	2	0	1	0
LOC728095	0	0	0	0	0	0
LOC728175	5	6	2	0	1	1
LOC728323	64	73.93	45.01	42	62.23	81
LOC728392	767	1377.19	697	819	778	942
LOC728485	9	14	16	6	10	14
